description,alertlevel,alertscore,episodealertscore,country,fromdate,todate,severity (ha),iso3,GDACS ID,People affected,Duration (days),longitude,latitude
Green Forest fires in Australia from: 27 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,27/12/2023,2/01/2024,7942,AUS,WF 1018902,0,6,130.4254109,-28.02449047
Green Forest fires in Australia from: 28 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,28/12/2023,2/01/2024,8619,AUS,WF 1018935,0,5,131.6092872,-27.76438123
Green Forest fires in Australia from: 30 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,30/12/2023,2/01/2024,5666,AUS,WF 1018930,1,3,132.8174119,-16.87985141
Green Forest fires in Australia from: 31 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,31/12/2023,2/01/2024,6490,AUS,WF 1018927,0,2,120.8042916,-21.64945335
Green Forest fires in Australia from: 30 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,30/12/2023,2/01/2024,5129,AUS,WF 1018928,0,3,130.5975262,-17.84775201
Green Forest fires in Australia from: 31 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,31/12/2023,2/01/2024,5788,AUS,WF 1018925,0,2,140.0246529,-19.96617774
Green Forest fires in Australia from: 30 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,30/12/2023,2/01/2024,11461,AUS,WF 1018913,0,3,132.3839312,-18.21200113
Green Forest fires in Australia from: 27 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,27/12/2023,2/01/2024,10893,AUS,WF 1018919,0,6,134.887399,-17.56736634
Green Forest fires in Australia from: 30 Dec 2023 to: 02 Jan 2024.,Green,1,0.5,Australia,30/12/2023,2/01/2024,6080,AUS,WF 1018944,0,3,131.5714581,-17.16567871
Green Forest fires in Australia from: 31 Jan 2024 to: 10 Feb 2024.,Green,1,0.5,Australia,31/01/2024,10/02/2024,12422,AUS,WF 1019210,11,10,122.0552028,-18.61514864
Green Forest fires in Australia from: 28 Apr 2024 to: 10 May 2024.,Green,1,0.5,Australia,28/04/2024,10/05/2024,8119,AUS,WF 1019662,0,12,125.5264251,-15.27836166
Green Forest fires in Australia from: 26 Apr 2024 to: 10 May 2024.,Green,1,0.5,Australia,26/04/2024,10/05/2024,27732,AUS,WF 1019622,0,14,131.1768756,-15.86461699
Green Forest fires in Australia from: 27 Apr 2024 to: 09 May 2024.,Green,1,0.5,Australia,27/04/2024,9/05/2024,11192,AUS,WF 1019649,0,12,129.3568267,-17.46853832
Green Forest fires in Australia from: 30 Apr 2024 to: 06 May 2024.,Green,1,0.5,Australia,30/04/2024,6/05/2024,7787,AUS,WF 1019655,0,6,130.5642696,-15.66148535
Green Forest fires in Australia from: 27 Apr 2024 to: 05 May 2024.,Green,1,0.5,Australia,27/04/2024,5/05/2024,7271,AUS,WF 1019644,0,8,125.3446353,-15.36440218
Green Forest fires in Australia from: 24 Apr 2024 to: 05 May 2024.,Green,1,0.5,Australia,24/04/2024,5/05/2024,7281,AUS,WF 1019615,0,11,135.3095343,-20.97829212
Green Forest fires in Australia from: 30 Apr 2024 to: 04 May 2024.,Green,1,0.5,Australia,30/04/2024,4/05/2024,7896,AUS,WF 1019647,0,4,129.8163654,-14.70340772
Green Forest fires in Australia from: 18 Apr 2024 to: 03 May 2024.,Green,1,0.5,Australia,18/04/2024,3/05/2024,31924,AUS,WF 1019592,5,15,134.4592815,-19.3273953
Green Forest fires in Australia from: 18 Apr 2024 to: 03 May 2024.,Green,1,0.5,Australia,18/04/2024,3/05/2024,11527,AUS,WF 1019600,0,15,138.2807226,-19.06331047
Green Forest fires in Australia from: 17 Apr 2024 to: 02 May 2024.,Green,1,0.5,Australia,17/04/2024,2/05/2024,6435,AUS,WF 1019618,0,15,133.971098,-20.0212252
Green Forest fires in Australia from: 17 Apr 2024 to: 02 May 2024.,Green,1,0.5,Australia,17/04/2024,2/05/2024,12347,AUS,WF 1019593,0,15,133.9412783,-19.86060364
Green Forest fires in Australia from: 26 Apr 2024 to: 01 May 2024.,Green,1,0.5,Australia,26/04/2024,1/05/2024,5099,AUS,WF 1019645,0,5,126.352177,-18.03720569
Green Forest fires in Australia from: 22 Apr 2024 to: 01 May 2024.,Green,1,0.5,Australia,22/04/2024,1/05/2024,5458,AUS,WF 1019630,0,9,127.7732278,-18.57216893
Green Forest fires in Australia from: 26 Apr 2024 to: 01 May 2024.,Green,1,0.5,Australia,26/04/2024,1/05/2024,6237,AUS,WF 1019623,0,5,131.1999204,-14.41387619
Green Forest fires in Australia from: 26 Apr 2024 to: 30 Apr 2024.,Green,1,0.5,Australia,26/04/2024,30/04/2024,7034,AUS,WF 1019619,0,4,131.3157258,-15.78022474
Green Forest fires in Australia from: 29 Jun 2024 to: 11 Jul 2024.,Green,1,0.5,Australia,29/06/2024,11/07/2024,6526,AUS,WF 1020053,0,12,132.3453046,-12.27041931
Green Forest fires in Australia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1,0.5,Australia,30/07/2024,11/08/2024,47722,AUS,WF 1020594,0,12,134.8872509,-20.2563587
Green Forest fires in Australia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1,0.5,Australia,30/07/2024,11/08/2024,6904,AUS,WF 1020889,0,12,142.4813414,-15.09521422
Green Forest fires in Australia from: 31 Aug 2024 to: 05 Sep 2024.,Green,1,0.5,Australia,31/08/2024,5/09/2024,11171,AUS,WF 1021957,0,5,128.1306695,-16.72725664
Green Forest fires in Australia from: 31 Aug 2024 to: 05 Sep 2024.,Green,1,0.5,Australia,31/08/2024,5/09/2024,6434,AUS,WF 1021931,0,5,130.6316088,-13.49160136
Green Forest fires in Australia from: 30 Aug 2024 to: 04 Sep 2024.,Green,1,0.5,Australia,30/08/2024,4/09/2024,5828,AUS,WF 1021970,0,5,132.0715395,-12.69728495
Green Forest fires in Australia from: 29 Aug 2024 to: 03 Sep 2024.,Green,1,0.5,Australia,29/08/2024,3/09/2024,5371,AUS,WF 1021936,0,5,135.6627171,-13.36080586
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,11602,AUS,WF 1022571,0,5,135.9112971,-16.55265208
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,6334,AUS,WF 1022580,0,5,125.5534273,-15.14680481
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,6501,AUS,WF 1022557,0,5,125.3354759,-15.26623569
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,15560,AUS,WF 1022558,0,5,143.5961838,-14.55088549
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,72756,AUS,WF 1022504,0,5,132.1912862,-14.97058769
Green Forest fires in Australia from: 30 Sep 2024 to: 05 Oct 2024.,Green,1,0.5,Australia,30/09/2024,5/10/2024,15496,AUS,WF 1022497,119,5,132.05328,-14.63494912
Green Forest fires in Australia from: 29 Sep 2024 to: 04 Oct 2024.,Green,1,0.5,Australia,29/09/2024,4/10/2024,10517,AUS,WF 1022561,0,5,135.5058225,-12.34406994
Green Forest fires in Australia from: 29 Sep 2024 to: 04 Oct 2024.,Green,1,0.5,Australia,29/09/2024,4/10/2024,11766,AUS,WF 1022553,0,5,141.8305777,-13.08698544
Green Forest fires in Australia from: 29 Sep 2024 to: 04 Oct 2024.,Green,1,0.5,Australia,29/09/2024,4/10/2024,31486,AUS,WF 1022459,13,5,134.2096656,-20.74594448
Green Forest fires in Australia from: 29 Sep 2024 to: 04 Oct 2024.,Green,1,0.5,Australia,29/09/2024,4/10/2024,49389,AUS,WF 1022470,0,5,139.2724455,-20.78727763
Green Forest fires in Australia from: 28 Sep 2024 to: 03 Oct 2024.,Green,1,0.5,Australia,28/09/2024,3/10/2024,13765,AUS,WF 1022475,0,5,136.7493661,-16.54725422
Green Forest fires in Australia from: 28 Sep 2024 to: 03 Oct 2024.,Green,1,0.5,Australia,28/09/2024,3/10/2024,9016,AUS,WF 1022476,0,5,126.1536727,-14.69835264
Green Forest fires in Australia from: 29 Sep 2024 to: 03 Oct 2024.,Green,1,0.5,Australia,29/09/2024,3/10/2024,9321,AUS,WF 1022530,0,4,136.0933363,-15.58225299
Green Forest fires in Australia from: 29 Sep 2024 to: 03 Oct 2024.,Green,1,0.5,Australia,29/09/2024,3/10/2024,10171,AUS,WF 1022508,0,4,127.8869951,-16.11871239
Green Forest fires in Australia from: 29 Sep 2024 to: 02 Oct 2024.,Green,1,0.5,Australia,29/09/2024,2/10/2024,5546,AUS,WF 1022506,0,3,136.6356428,-16.24055931
Green Forest fires in Australia from: 27 Sep 2024 to: 02 Oct 2024.,Green,1,0.5,Australia,27/09/2024,2/10/2024,13664,AUS,WF 1022472,0,5,142.3573063,-11.49805975
Green Forest fires in Australia from: 27 Sep 2024 to: 02 Oct 2024.,Green,1,0.5,Australia,27/09/2024,2/10/2024,16637,AUS,WF 1022463,0,5,136.2339438,-16.46305414
Green Forest fires in Australia from: 27 Sep 2024 to: 02 Oct 2024.,Green,1,0.5,Australia,27/09/2024,2/10/2024,12651,AUS,WF 1022441,0,5,134.730264,-17.163749
Green Forest fires in Australia from: 28 Oct 2024 to: 07 Nov 2024.,Green,1,0.5,Australia,28/10/2024,7/11/2024,40658,AUS,WF 1022845,3,10,145.0014996,-20.43731234
Green Forest fires in Australia from: 31 Oct 2024 to: 05 Nov 2024.,Green,1,0.5,Australia,31/10/2024,5/11/2024,12883,AUS,WF 1022878,0,5,138.5959611,-19.77447959
Green Forest fires in Australia from: 30 Oct 2024 to: 04 Nov 2024.,Green,1,0.5,Australia,30/10/2024,4/11/2024,19143,AUS,WF 1022868,0,5,131.5911542,-17.00553553
Green Forest fires in Australia from: 24 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,24/10/2024,3/11/2024,56005,AUS,WF 1022760,0,10,132.6758664,-17.91894332
Green Forest fires in Australia from: 31 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,31/10/2024,3/11/2024,11645,AUS,WF 1022879,0,3,134.9797535,-17.92188062
Green Forest fires in Australia from: 31 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,31/10/2024,3/11/2024,7644,AUS,WF 1022884,0,3,134.4096076,-16.51719127
Green Forest fires in Australia from: 31 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,31/10/2024,3/11/2024,7527,AUS,WF 1022885,0,3,132.3595833,-16.79745288
Green Forest fires in Australia from: 30 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,30/10/2024,3/11/2024,6671,AUS,WF 1022870,0,4,146.3527965,-23.02146233
Green Forest fires in Australia from: 29 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,29/10/2024,3/11/2024,5336,AUS,WF 1022871,0,5,128.5437891,-16.70183678
Green Forest fires in Australia from: 30 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,30/10/2024,3/11/2024,10409,AUS,WF 1022867,0,4,135.7798865,-18.3730005
Green Forest fires in Australia from: 29 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,29/10/2024,3/11/2024,11086,AUS,WF 1022862,0,5,135.265153,-21.03737641
Green Forest fires in Australia from: 29 Oct 2024 to: 03 Nov 2024.,Green,1,0.5,Australia,29/10/2024,3/11/2024,10731,AUS,WF 1022853,17,5,128.2670881,-17.06568316
Green Forest fires in Australia from: 29 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,29/10/2024,2/11/2024,5182,AUS,WF 1022880,0,4,116.7023589,-21.77127139
Green Forest fires in Australia from: 25 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,25/10/2024,2/11/2024,6301,AUS,WF 1022852,0,8,141.9690236,-18.97922548
Green Forest fires in Australia from: 28 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,28/10/2024,2/11/2024,6210,AUS,WF 1022865,0,5,148.1009666,-27.21879522
Green Forest fires in Australia from: 23 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,23/10/2024,2/11/2024,5553,AUS,WF 1022866,0,10,150.6305845,-22.68386011
Green Forest fires in Australia from: 27 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,27/10/2024,2/11/2024,5414,AUS,WF 1022873,1,6,146.3411026,-22.91450928
Green Forest fires in Australia from: 24 Oct 2024 to: 02 Nov 2024.,Green,1,0.5,Australia,24/10/2024,2/11/2024,6835,AUS,WF 1022756,0,9,146.731186,-24.85829559
Green Forest fires in Australia from: 23 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,23/10/2024,1/11/2024,23612,AUS,WF 1022766,0,9,134.7284072,-20.79003962
Green Forest fires in Australia from: 27 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,27/10/2024,1/11/2024,11011,AUS,WF 1022832,0,5,135.4785034,-21.08654913
Green Forest fires in Australia from: 27 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,27/10/2024,1/11/2024,8502,AUS,WF 1022839,0,5,127.2517619,-14.3403911
Green Forest fires in Australia from: 31 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,31/10/2024,1/11/2024,5061,AUS,WF 1022877,0,1,138.3269588,-20.35149432
Green Forest fires in Australia from: 27 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,27/10/2024,1/11/2024,7346,AUS,WF 1022850,0,5,133.972367,-14.33653653
Green Forest fires in Australia from: 26 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,26/10/2024,1/11/2024,10378,AUS,WF 1022851,0,6,148.2251815,-20.45738872
Green Forest fires in Australia from: 28 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,28/10/2024,1/11/2024,9451,AUS,WF 1022854,0,4,128.6340092,-17.90281673
Green Forest fires in Australia from: 27 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,27/10/2024,1/11/2024,7040,AUS,WF 1022846,0,5,146.316759,-22.75781398
Green Forest fires in Australia from: 22 Oct 2024 to: 01 Nov 2024.,Green,1,0.5,Australia,22/10/2024,1/11/2024,10177,AUS,WF 1022843,0,10,131.447706,-20.60753839
Green Forest fires in Australia from: 30 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,30/10/2024,31/10/2024,6131,AUS,WF 1022861,0,1,135.2431527,-21.03611965
Green Forest fires in Australia from: 25 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,25/10/2024,31/10/2024,9272,AUS,WF 1022842,0,6,129.3312457,-19.48604397
Green Forest fires in Australia from: 27 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,27/10/2024,31/10/2024,18001,AUS,WF 1022847,0,4,134.429152,-20.55201308
Green Forest fires in Australia from: 25 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,25/10/2024,31/10/2024,6102,AUS,WF 1022855,0,6,129.2105102,-16.77275716
Green Forest fires in Australia from: 25 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,25/10/2024,31/10/2024,9722,AUS,WF 1022856,0,6,130.0038535,-18.71289629
Green Forest fires in Australia from: 23 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,23/10/2024,31/10/2024,6703,AUS,WF 1022858,0,8,130.7576206,-18.29856209
Green Forest fires in Australia from: 27 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,27/10/2024,31/10/2024,5879,AUS,WF 1022848,0,4,134.660953,-20.60733552
Green Forest fires in Australia from: 28 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,28/10/2024,31/10/2024,12410,AUS,WF 1022837,0,3,128.6371982,-19.49925599
Green Forest fires in Australia from: 21 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,21/10/2024,31/10/2024,6474,AUS,WF 1022836,0,10,149.0570373,-24.76002974
Green Forest fires in Australia from: 24 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,24/10/2024,31/10/2024,9534,AUS,WF 1022826,0,7,130.1787371,-18.45703572
Green Forest fires in Australia from: 21 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,21/10/2024,31/10/2024,14750,AUS,WF 1022793,0,10,128.8425071,-15.14496657
Green Forest fires in Australia from: 21 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,21/10/2024,31/10/2024,30051,AUS,WF 1022794,0,10,130.088272,-16.54675149
Green Forest fires in Australia from: 23 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,23/10/2024,31/10/2024,9886,AUS,WF 1022763,0,8,130.2363361,-18.88143088
Green Forest fires in Australia from: 22 Oct 2024 to: 31 Oct 2024.,Green,1,0.5,Australia,22/10/2024,31/10/2024,18549,AUS,WF 1022773,0,9,129.9411764,-16.65880061
Green Forest fires in Australia from: 22 Nov 2024 to: 01 Dec 2024.,Green,1,0.5,Australia,22/11/2024,1/12/2024,13386,AUS,WF 1022994,0,9,143.3996193,-14.73423565
Green Forest fires in Australia from: 22 Nov 2024 to: 01 Dec 2024.,Green,1,0.5,Australia,22/11/2024,1/12/2024,11257,AUS,WF 1022995,0,9,142.9008635,-14.65126374
Green Forest fires in Australia from: 25 Nov 2024 to: 30 Nov 2024.,Green,1,0.5,Australia,25/11/2024,30/11/2024,61624,AUS,WF 1023001,26,5,115.2982056,-30.68306893
Green Forest fires in Australia from: 23 Nov 2024 to: 28 Nov 2024.,Green,1,0.5,Australia,23/11/2024,28/11/2024,5082,AUS,WF 1023013,0,5,145.4622871,-19.43379674
Green Forest fires in Australia from: 29 Dec 2024 to: 08 Jan 2025.,Green,1,0.5,Australia,29/12/2024,8/01/2025,12479,AUS,WF 1023220,0,10,144.0967546,-20.15928256
Green Forest fires in Australia from: 29 Dec 2024 to: 06 Jan 2025.,Green,1,0.5,Australia,29/12/2024,6/01/2025,8725,AUS,WF 1023213,0,8,135.3547935,-19.65589506
Green Forest fires in Australia from: 27 Dec 2024 to: 05 Jan 2025.,Green,1,0.5,Australia,27/12/2024,5/01/2025,9453,AUS,WF 1023188,0,9,138.2469274,-18.70546829
Green Forest fires in Australia from: 26 Dec 2024 to: 05 Jan 2025.,Green,1,0.5,Australia,26/12/2024,5/01/2025,6729,AUS,WF 1023190,0,10,139.4779884,-20.07270616
Green Forest fires in Australia from: 29 Dec 2024 to: 04 Jan 2025.,Green,1,0.5,Australia,29/12/2024,4/01/2025,5537,AUS,WF 1023207,0,6,132.3184729,-20.30181947
Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,0.5,Australia,24/12/2024,3/01/2025,7821,AUS,WF 1023146,0,10,120.6317647,-30.61473755
Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,0.5,Australia,24/12/2024,3/01/2025,12125,AUS,WF 1023130,0,10,146.2348138,-23.23184151
Green Forest fires in Australia from: 24 Dec 2024 to: 03 Jan 2025.,Green,1,0.5,Australia,24/12/2024,3/01/2025,25620,AUS,WF 1023138,0,10,139.9520029,-20.41924982
Green Forest fires in Australia from: 30 Dec 2024 to: 03 Jan 2025.,Green,1,0.5,Australia,30/12/2024,3/01/2025,6332,AUS,WF 1023173,0,4,133.1419712,-17.73717653
Green Forest fires in Australia from: 29 Dec 2024 to: 03 Jan 2025.,Green,1,0.5,Australia,29/12/2024,3/01/2025,5792,AUS,WF 1023187,0,5,135.3140118,-17.25203756
Green Forest fires in Australia from: 27 Dec 2024 to: 01 Jan 2025.,Green,1,0.5,Australia,27/12/2024,1/01/2025,9037,AUS,WF 1023151,0,5,139.562931,-19.95482747
Green Forest fires in Australia from: 24 Dec 2024 to: 01 Jan 2025.,Green,1,0.5,Australia,24/12/2024,1/01/2025,6319,AUS,WF 1023153,0,8,141.6183091,-19.2695014
Green Forest fires in Australia from: 30 Dec 2024 to: 01 Jan 2025.,Green,1,0.5,Australia,30/12/2024,1/01/2025,9986,AUS,WF 1023185,0,2,132.2185967,-17.06398922
Green Forest fires in Australia from: 22 Dec 2024 to: 01 Jan 2025.,Green,1,0.5,Australia,22/12/2024,1/01/2025,5044,AUS,WF 1023189,0,10,143.5861913,-20.32765977
Green Forest fires in Australia from: 22 Dec 2024 to: 01 Jan 2025.,Green,1,0.5,Australia,22/12/2024,1/01/2025,45727,AUS,WF 1023115,0,10,143.849735,-20.08034255
Green Forest fires in Australia from: 31 Jan 2025 to: 08 Feb 2025.,Green,1,0.5,Australia,31/01/2025,8/02/2025,5089,AUS,WF 1023498,0,8,114.539735,-26.72831763
Green Forest fires in Australia from: 28 Jan 2025 to: 07 Feb 2025.,Green,1,0.5,Australia,28/01/2025,7/02/2025,6123,AUS,WF 1023489,0,10,130.6548418,-21.83026338
Green Forest fires in Australia from: 28 Jan 2025 to: 06 Feb 2025.,Green,1,0.5,Australia,28/01/2025,6/02/2025,52532,AUS,WF 1023431,4,9,133.4223138,-23.64627041
Green Forest fires in Australia from: 27 Jan 2025 to: 06 Feb 2025.,Green,1,0.5,Australia,27/01/2025,6/02/2025,66791,AUS,WF 1023424,25,10,142.2971353,-37.29484914
Green Forest fires in Australia from: 31 Jan 2025 to: 04 Feb 2025.,Green,1,0.5,Australia,31/01/2025,4/02/2025,6829,AUS,WF 1023460,0,4,129.7625047,-21.56857217
Green Forest fires in Australia from: 30 Jan 2025 to: 04 Feb 2025.,Green,1,0.5,Australia,30/01/2025,4/02/2025,5237,AUS,WF 1023482,0,5,135.3777774,-18.17170419
Green Forest fires in Australia from: 27 Jan 2025 to: 04 Feb 2025.,Green,1,0.5,Australia,27/01/2025,4/02/2025,11886,AUS,WF 1023455,2,8,142.3275546,-37.12739019
Green Forest fires in Australia from: 30 Jan 2025 to: 04 Feb 2025.,Green,1,0.5,Australia,30/01/2025,4/02/2025,9272,AUS,WF 1023446,0,5,136.2588949,-21.29073014
Green Forest fires in Australia from: 27 Jan 2025 to: 04 Feb 2025.,Green,1,0.5,Australia,27/01/2025,4/02/2025,40063,AUS,WF 1023435,0,8,130.6330625,-22.10402745
Green Forest fires in Australia from: 30 Jan 2025 to: 03 Feb 2025.,Green,1,0.5,Australia,30/01/2025,3/02/2025,28756,AUS,WF 1023448,0,4,133.3305014,-23.61461135
Green Forest fires in Australia from: 30 Jan 2025 to: 03 Feb 2025.,Green,1,0.5,Australia,30/01/2025,3/02/2025,7187,AUS,WF 1023464,0,4,121.3537695,-22.64015332
Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,0.5,Australia,30/01/2025,2/02/2025,5203,AUS,WF 1023465,0,3,130.5262458,-21.96832815
Green Forest fires in Australia from: 31 Jan 2025 to: 02 Feb 2025.,Green,1,0.5,Australia,31/01/2025,2/02/2025,6848,AUS,WF 1023461,0,2,128.2307574,-21.90837048
Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,0.5,Australia,30/01/2025,2/02/2025,5458,AUS,WF 1023468,0,3,136.0485787,-21.24101693
Green Forest fires in Australia from: 28 Jan 2025 to: 02 Feb 2025.,Green,1,0.5,Australia,28/01/2025,2/02/2025,5820,AUS,WF 1023454,0,5,147.5368921,-29.79167014
Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,0.5,Australia,30/01/2025,2/02/2025,24083,AUS,WF 1023450,0,3,129.8414744,-21.90889516
Green Forest fires in Australia from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,0.5,Australia,23/01/2025,1/02/2025,6314,AUS,WF 1023409,0,9,141.3959605,-21.85622008
Green Forest fires in Australia from: 28 Jan 2025 to: 01 Feb 2025.,Green,1,0.5,Australia,28/01/2025,1/02/2025,5552,AUS,WF 1023451,0,4,130.5748948,-22.79764265
Green Forest fires in Australia from: 30 Jan 2025 to: 01 Feb 2025.,Green,1,0.5,Australia,30/01/2025,1/02/2025,7580,AUS,WF 1023447,0,2,129.997017,-21.88197333
Green Forest fires in Australia from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,0.5,Australia,23/01/2025,1/02/2025,26403,AUS,WF 1023392,0,9,119.6385022,-32.02439643
Green Forest fires in Australia from: 30 Jan 2025 to: 01 Feb 2025.,Green,1,0.5,Australia,30/01/2025,1/02/2025,6162,AUS,WF 1023458,0,2,130.4105859,-21.98637855
Green Forest fires in Australia from: 28 Feb 2025 to: 06 Mar 2025.,Green,1,0.5,Australia,28/02/2025,6/03/2025,6554,AUS,WF 1023552,0,6,128.5003503,-16.21957621
Green Forest fires in Australia from: 27 Feb 2025 to: 05 Mar 2025.,Green,1,0.5,Australia,27/02/2025,5/03/2025,6608,AUS,WF 1023555,0,6,138.7137776,-20.52206012
Green Forest fires in Australia from: 23 Feb 2025 to: 05 Mar 2025.,Green,1,0.5,Australia,23/02/2025,5/03/2025,7225,AUS,WF 1023547,0,10,146.7363324,-37.57500928
Green Forest fires in Australia from: 28 Feb 2025 to: 05 Mar 2025.,Green,1,0.5,Australia,28/02/2025,5/03/2025,9045,AUS,WF 1023549,2,5,128.5342646,-16.40609824
Green Forest fires in Australia from: 23 Feb 2025 to: 03 Mar 2025.,Green,1,0.5,Australia,23/02/2025,3/03/2025,8630,AUS,WF 1023548,0,8,131.313339,-20.43060068
Green Forest fires in Australia from: 27 Feb 2025 to: 03 Mar 2025.,Green,1,0.5,Australia,27/02/2025,3/03/2025,5519,AUS,WF 1023551,0,4,135.2200229,-15.45965554
Green Forest fires in Australia from: 21 Feb 2025 to: 03 Mar 2025.,Green,1,0.5,Australia,21/02/2025,3/03/2025,13158,AUS,WF 1023536,0,10,149.0469043,-25.33050352
Green Forest fires in Australia from: 26 Feb 2025 to: 01 Mar 2025.,Green,1,0.5,Australia,26/02/2025,1/03/2025,5710,AUS,WF 1023545,0,3,149.4516125,-30.94050637
Green Forest fires in Australia from: 23 Feb 2025 to: 01 Mar 2025.,Green,1,0.5,Australia,23/02/2025,1/03/2025,12174,AUS,WF 1023531,0,6,130.2673128,-19.31354779
Green Forest fires in Australia from: 19 Feb 2025 to: 01 Mar 2025.,Green,1,0.5,Australia,19/02/2025,1/03/2025,6561,AUS,WF 1022435,0,10,141.4060418,-18.35090588
Green Forest fires in Australia from: 24 Feb 2025 to: 28 Feb 2025.,Green,1,0.5,Australia,24/02/2025,28/02/2025,6179,AUS,WF 1023540,0,4,128.1821718,-17.58251407
Green Forest fires in Australia from: 17 Feb 2025 to: 27 Feb 2025.,Green,1,0.5,Australia,17/02/2025,27/02/2025,15197,AUS,WF 1023523,0,10,116.1792062,-34.81328433
Green Forest fires in Australia from: 30 Apr 2025 to: 10 May 2025.,Green,1,0.5,Australia,30/04/2025,10/05/2025,11034,AUS,WF 1023742,1,10,130.3726934,-18.57640283
Green Forest fires in Australia from: 29 Apr 2025 to: 09 May 2025.,Green,1,0.5,Australia,29/04/2025,9/05/2025,11754,AUS,WF 1023726,0,10,129.6042494,-15.36422932
Green Forest fires in Australia from: 26 Apr 2025 to: 06 May 2025.,Green,1,0.5,Australia,26/04/2025,6/05/2025,6179,AUS,WF 1023738,0,10,125.2317419,-18.59965712
Green Forest fires in Australia from: 30 Apr 2025 to: 06 May 2025.,Green,1,0.5,Australia,30/04/2025,6/05/2025,9152,AUS,WF 1023721,0,6,129.4670069,-15.57466893
Green Forest fires in Australia from: 24 Apr 2025 to: 04 May 2025.,Green,1,0.5,Australia,24/04/2025,4/05/2025,9006,AUS,WF 1023716,0,10,122.6834939,-18.07567047
